latitud,provincia,altitud,idema,nombre,indsinop,longitud
424750N,PALENCIA,910,2243A,AGUILAR DE CAMPOO,,041637W
423408N,PALENCIA,908,2276B,VILLAELES DE VALDAVIA,,043430W
423126N,BURGOS,869,2285B,VILLADIEGO,,040004W
421504N,BURGOS,771,2290Y,PEDROSA DEL PRÍNCIPE,,041156W
414632N,SORIA,1039,2296A,ÓLVEGA,,015836W
415735N,BURGOS,1080,2298,PALACIOS DE LA SIERRA,08149,030754W
420847N,BURGOS,1197,2302N,MONTERRUBIO DE LA DEMANDA,,030639W
420619N,BURGOS,882,2311Y,VILLAMAYOR DE LOS MONTES,,034604W
422125N,BURGOS,891,2331,BURGOS AEROPUERTO,08075,033717W
425338N,PALENCIA,1575,2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",,044249W
422103N,PALENCIA,830,2374X,CARRIÓN DE LOS CONDES,08068,043702W
415944N,PALENCIA,874,2400E,AUTILLA DEL PINO,08072,043610W
420018N,PALENCIA,750,2401,"PALENCIA, OBSERVATORIO",,043145W
420034N,PALENCIA,736,2401X,PALENCIA,,043338W
413827N,VALLADOLID,734,2422,VALLADOLID,08141,044516W
403236N,AVILA,1178,2430Y,MUÑOTELLO,,050239W
403933N,AVILA,1130,2444,ÁVILA,08210,044047W
403924N,AVILA,1143,2444C,"ÁVILA, AYUNTAMIENTO",,044201W
404944N,AVILA,920,2453E,GOTARRENDURA,,044431W
410417N,AVILA,820,2456B,AREVALO,,044348W
404735N,MADRID,1893,2462,PUERTO DE NAVACERRADA,08215,040038W
405643N,SEGOVIA,1008,2465,SEGOVIA,08213,040735W
405648N,SEGOVIA,990,2465A,"SEGOVIA, INSTITUTO",,040657W
404307N,SEGOVIA,1237,2471Y,SAN RAFAEL,,041243W
410735N,SEGOVIA,870,2482B,MIGUELAÑEZ,,042233W
402118N,SALAMANCA,1960,2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",08205,054124W
411648N,VALLADOLID,786,2503B,"OLMEDO, DEPÓSITO DE AGUA",,044131W
411933N,VALLADOLID,740,2503X,OLMEDO,08142,044113W
412510N,VALLADOLID,724,2507Y,RUEDA,,045749W
405256N,AVILA,925,2512Y,RIVILLA DE BARAJAS,,050107W
411022N,VALLADOLID,755,2517A,FUENTE EL SOL,,045623W
413255N,ZAMORA,710,2536D,MORALES DEL TORO,,051618W
414243N,VALLADOLID,846,2539,VALLADOLID AEROPUERTO,08140,045120W
411412N,ZAMORA,811,2555B,FUENTESAUCO,,052853W
413319N,ZAMORA,701,2565,CORESES,,053750W
423125N,PALENCIA,985,2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN ",,045104W
420539N,VALLADOLID,782,2593D,VILLALÓN DE CAMPOS,,050228W
415233N,VALLADOLID,731,2604B,MEDINA DE RIOSECO,,050225W
415123N,ZAMORA,690,2611D,VILLAFÁFILA,,053533W
413056N,ZAMORA,656,2614,ZAMORA,08130,054407W
425730N,LEON,1090,2624C,RIAÑO,,050027W
423712N,LEON,916,2626Y,CUBILLAS DE RUEDA,,051136W
430344N,LEON,1510,2630X,PUERTO DE SAN ISIDRO,08057,052237W
423518N,LEON,912,2661,"LEÓN, VIRGEN DEL CAMINO",08055,053904W
423558N,LEON,912,2661B,LEÓN AEROPUERTO,08055,053837W
421745N,LEON,788,2664B,VALENCIA DE DON JUAN,,053017W
425308N,LEON,1120,2701D,"BARRIOS DE LUNA, MIÑERA",,055215W
423854N,LEON,995,2728B,"QUINTANA DEL CASTILLO, VILLAMECA",,060415W
422836N,LEON,919,2734D,ASTORGA,,060428W
422239N,LEON,1020,2737E,LAGUNAS DE SOMOZA,08123,061148W
422759N,LEON,850,2742R,BUSTILLO DEL PÁRAMO,,054647W
420039N,ZAMORA,715,2755X,BENAVENTE,08056,054000W
420456N,ZAMORA,935,2766E,"SANABRIA, ROBLEDA-CERVANTES",,063824W
415629N,ZAMORA,850,2775X,VILLARDECIERVOS,08125,061647W
420441N,ZAMORA,737,2777K,SANTIBAÑEZ DE VIDRIALES,,060026W
414708N,ZAMORA,711,2789H,POZUELO DE TABARA,,055432W
413202N,ZAMORA,790,2804F,VILLADEPERA,,060831W
402102N,AVILA,1525,2811A,NAVARREDONDA DE GREDOS,08206,050835W
402119N,AVILA,1012,2828Y,BARCO DE AVILA,,053109W
404032N,SALAMANCA,865,2847X,PEDROSILLO DE LOS AIRES   ,,053836W
404356N,SALAMANCA,897,2863C,PEDRAZA DE ALBA  ,,052158W
405734N,SALAMANCA,790,2867,SALAMANCA AEROPUERTO,08202,052954W
405727N,SALAMANCA,775,2870,SALAMANCA,08201,053944W
405413N,SALAMANCA,817,2873X,BARBADILLO,,054647W
411420N,ZAMORA,1003,2882D,PEÑAUSENDE,08135,055351W
411816N,ZAMORA,804,2885K,FRESNO DE SAYAGO,,060120W
411547N,SALAMANCA,690,2891A,VILLARINO DE LOS AIRES,,062745W
404710N,SALAMANCA,785,2914C,BOADILLA FUENTE SAN ESTEBAN,,061210W
410041N,SALAMANCA,769,2916A,VITIGUDINO,08129,062616W
403410N,SALAMANCA,1027,2918Y,EL MAÍLLO,,061325W
405105N,SALAMANCA,748,2926B,BAÑOBÁREZ,,063632W
401748N,SALAMANCA,880,2930Y,NAVASFRÍAS,,064846W
402906N,SALAMANCA,805,2945A,EL BODÓN BASE AÉREA,,063437W
403806N,SALAMANCA,680,2946X,SAELICES EL CHICO,08195,063600W
414100N,ZAMORA,840,2966D,ALCAÑICES  ,,061805W
420138N,OURENSE,910,2969U,A GUDIÑA,,071059W
415536N,OURENSE,380,2978X,VERÍN,,072519W
405030N,GUADALAJARA,1062,3013,MOLINA DE ARAGÓN,08232,015244W
404546N,GUADALAJARA,1230,3021Y,ZAOREJAS,,021202W
403418N,CUENCA,1214,3040Y,BETETA,,020435W
403149N,CUENCA,928,3044X,CAÑIZARES,08230,020900W
402428N,GUADALAJARA,920,3085Y,PASTRANA,,025711W
400041N,CUENCA,808,3094B,TARANCÓN,08277,030117W
395606N,TOLEDO,733,3099Y,OCAÑA,,032946W
400402N,MADRID,540,3100B,ARANJUEZ,08229,033246W
410013N,GUADALAJARA,910,3103,PANTANO EL VADO,,031807W
405323N,MADRID,1159,3104Y,RASCAFRÍA,,035318W
410025N,MADRID,1030,3110C,BUITRAGO DEL LOZOYA,08146,033649W
410808N,MADRID,1450,3111D,SOMOSIERRA,08145,033449W
403300N,MADRID,672,3125Y,SAN SEBASTIÁN DE LOS REYES,,033700W
403341N,MADRID,740,3126Y,"MADRID, EL GOLOSO",,034243W
402800N,MADRID,609,3129,MADRID AEROPUERTO,08221,033320W
410511N,GUADALAJARA,1005,3130C,SIGÜENZA,08150,023705W
405906N,GUADALAJARA,990,3140Y,MANDAYONA,,024536W
403805N,GUADALAJARA,685,3168A,"GUADALAJARA, INSTITUTO",,031000W
403933N,GUADALAJARA,639,3168C,"GUADALAJARA, EL SERRANILLO",08226,031024W
403749N,GUADALAJARA,727,3168D,GUADALAJARA,08226,030900W
403142N,MADRID,605,3170Y,ALCALA DE HENARES,,031723W
402919N,MADRID,607,3175,TORREJÓN DE ARDOZ,08227,032637W
401842N,MADRID,533,3182Y,ARGANDA DEL REY,,032952W
404146N,MADRID,1004,3191E,COLMENAR VIEJO,08219,034554W
402706N,MADRID,664,3194U,"MADRID, CIUDAD UNIVERSITARIA",08220,034327W
402654N,MADRID,665,3194Y,POZUELO DE ALARCÓN,,034848W
402443N,MADRID,667,3195,"MADRID, RETIRO",08222,034041W
402232N,MADRID,690,3196,"MADRID, CUATRO VIENTOS",08223,034710W
401758N,MADRID,620,3200,GETAFE,08224,034320W
404555N,GUADALAJARA,955,3209Y,BRIHUEGA,,025227W
401450N,MADRID,594,3229Y,TIELMES,,031842W
394146N,TOLEDO,635,3245Y,TEMBLEQUE,,033021W
394113N,TOLEDO,717,3254Y,MORA ,,034650W
395134N,TOLEDO,540,3259,"TOLEDO, LORENZANA",,040132W
395305N,TOLEDO,513,3260B,TOLEDO,08272,040243W
404223N,MADRID,1532,3266A,PUERTO ALTO DEL LEÓN,08217,040831W
403935N,MADRID,924,3268C,ALPEDRETE,,040103W
393249N,TOLEDO,917,3298X,SAN PABLO DE LOS MONTES,08270,042102W
393750N,TOLEDO,750,3305Y,NAVAHERMOSA,,042837W
402023N,AVILA,1285,3319D,PUERTO DEL PICO,,050046W
401847N,MADRID,890,3330Y,ROZAS DE PUERTO REAL,,042914W
402803N,AVILA,850,3337U,CEBREROS,,042721W
402540N,MADRID,763,3338,ROBLEDO DE CHAVELA,08212,041500W
402948N,MADRID,884,3343Y,VALDEMORILLO,,040340W
400629N,TOLEDO,560,3362Y,CASTILLO DE BAYUELA,,044050W
395731N,TOLEDO,372,3365A,TALAVERA DE LA REINA,08274,045149W
393530N,CACERES,923,3386A,NAVALVILLAR DE IBOR,,052303W
401719N,AVILA,630,3391,SOTILLO DE LA ADRADA,08208,043527W
400821N,AVILA,350,3422D,CANDELEDA,,051841W
400914N,CACERES,464,3423I,MADRIGAL DE LA VERA,,052224W
395936N,TOLEDO,345,3427Y,OROPESA,,050652W
395645N,CACERES,269,3434X,NAVALMORAL DE LA MATA,08254,053457W
400640N,CACERES,690,3436D,GARGANTA LA OLLA,,054705W
394915N,CACERES,406,3448X,SERRADILLA,,060739W
394012N,CACERES,559,3455X,JARAICEJO,,054830W
392857N,CACERES,503,3463X,TRUJILLO,08263,055115W
392751N,CACERES,523,3463Y,TRUJILLO,08263,055227W
392833N,CACERES,459,3469,"CÁCERES, CIUDAD",,062235W
392817N,CACERES,394,3469A,CÁCERES,08261,062020W
394726N,CACERES,373,3475X,CAÑAVERAL,,062235W
402429N,CACERES,470,3494U,NUÑOMORAL,,061423W
401122N,CACERES,400,3503,GUIJO DE GRANADILLA,,061003W
401554N,CACERES,724,3504X,HERVÁS,,055140W
400451N,CACERES,351,3512X,MONTEHERMOSO,,062020W
401531N,CACERES,991,3514B,TORNAVACAS,,054042W
400715N,CACERES,1260,3516X,PIORNAL,,054957W
400235N,CACERES,415,3519X,PLASENCIA,08252,060509W
400013N,CACERES,313,3526X,CORIA,08251,063327W
401518N,CACERES,459,3531X,TORRECILLA DE LOS ANGELES,,062442W
401029N,CACERES,560,3536X,HOYOS,,064328W
395217N,CACERES,336,3540X,ZARZA LA MAYOR,,065136W
401226N,CACERES,450,3547X,VALVERDE DEL FRESNO,,065346W
392539N,CACERES,321,3562X,ALISEDA,,064411W
393705N,CACERES,425,3565X,BROZAS,,064442W
392453N,CACERES,444,3576X,VALENCIA DE ALCÁNTARA,08260,071352W
385757N,ALBACETE,905,4007Y,OSSA DE MONTIEL,,024442W
400340N,CUENCA,875,4051Y,ALCÁZAR DEL REY,,024825W
393550N,TOLEDO,692,4061X,QUINTANAR DE LA ORDEN,08275,030254W
392327N,CIUDAD REAL,640,4064Y,ALCAZAR DE SAN JUAN,,031257W
392931N,TOLEDO,690,4067,MADRIDEJOS,08273,033142W
400108N,CUENCA,1020,4070Y,ABIA DE OBISPALIA,,022343W
395025N,CUENCA,870,4075Y,VILLARES DEL SAZ,,023012W
393101N,CUENCA,805,4089A,ALBERCA DE ZANCARA,,022945W
392500N,CUENCA,728,4090Y,SAN CLEMENTE,08256,022514W
391543N,ALBACETE,718,4091Y,VILLARROBLEDO,,023533W
393922N,CUENCA,763,4093Y,OSA DE LA VEGA ,,024536W
393319N,CUENCA,745,4095Y,BELMONTE,,024220W
390100N,ALBACETE,918,4096Y,MUNERA,,022920W
391009N,CIUDAD REAL,662,4103X,TOMELLOSO,08276,030027W
385703N,CIUDAD REAL,626,4116I,ALMAGRO / FAMET,08349,034431W
385921N,CIUDAD REAL,626,4121,CIUDAD REAL,08348,035513W
385916N,CIUDAD REAL,627,4121C,"CIUDAD REAL, INSTITUTO",,035545W
384415N,CIUDAD REAL,900,4138Y,VILLANUEVA DE LOS INFANTES,,030016W
384502N,CIUDAD REAL,700,4147X,VALDEPEÑAS,08351,032329W
383105N,CIUDAD REAL,804,4148,VISO DEL MARQUÉS,08345,033400W
391301N,CIUDAD REAL,587,4193Y,EL ROBLEDO,,041658W
391915N,CIUDAD REAL,651,4195E,"ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS",,042342W
385353N,CIUDAD REAL,718,4210Y,ABENÓJAR,,041731W
390501N,CIUDAD REAL,531,4220X,PUEBLA DE DON RODRIGO,08271,043719W
392702N,CACERES,689,4236Y,PUERTO REY ,,050135W
391010N,BADAJOZ,447,4244X,HERRERA DEL DUQUE,08264,050344W
392719N,CACERES,660,4245X,GUADALUPE,,052000W
382847N,BADAJOZ,542,4260,PERALEDA DEL ZAUCEJO,,053439W
382434N,CORDOBA,575,4263X,VALSEQUILLO,,052102W
382955N,CORDOBA,551,4267X,HINOJOSA DEL DUQUE,08335,050716W
384631N,CIUDAD REAL,535,4300Y,ALMADÉN,,045043W
384431N,BADAJOZ,459,4325Y,CASTUERA,,053145W
391851N,CACERES,590,4339X,CAÑAMERO,,052208W
390612N,BADAJOZ,313,4340,NAVALVILLAR DE PELA,,052741W
391658N,CACERES,413,4347X,ZORITA,,054237W
385720N,BADAJOZ,273,4358X,DON BENITO,08333,055250W
383435N,BADAJOZ,474,4362X,RETAMAL DE LLERENA,,055045W
381354N,BADAJOZ,655,4386B,LLERENA,08336,060101W
383306N,BADAJOZ,430,4395X,VILLAFRANCA DE LOS BARROS,,061824W
385457N,BADAJOZ,228,4410X,MÉRIDA,08331,062308W
391152N,CACERES,467,4411C,ALCUESCAR,,061352W
382533N,BADAJOZ,433,4427X,ZAFRA,,062612W
384120N,BADAJOZ,371,4436Y,ALMENDRALEJO,,062140W
385300N,BADAJOZ,185,4452,BADAJOZ AEROPUERTO,08330,064850W
391055N,BADAJOZ,283,4464X,ALBURQUERQUE,,065943W
391036N,BADAJOZ,392,4468X,PUEBLA DE OBANDO,,063603W
385310N,BADAJOZ,174,4478X,BADAJOZ,,070034W
384151N,BADAJOZ,275,4486X,OLIVENZA,,070504W
382905N,BADAJOZ,170,4489X,ALCONCHEL,,071655W
382822N,BADAJOZ,377,4492F,BARCARROTA,,065524W
382220N,BADAJOZ,247,4497X,VILLANUEVA DEL FRESNO,,070929W
380453N,BADAJOZ,771,4499X,MONESTERIO,,061619W
381232N,BADAJOZ,602,4501X,FUENTE DE CANTOS,,061841W
381755N,BADAJOZ,381,4511C,JEREZ DE LOS CABALLEROS,08337,064554W
381042N,BADAJOZ,586,4520X,FREGENAL DE LA SIERRA,,063942W
375849N,HUELVA,267,4527X,AROCHE,,065833W
373313N,HUELVA,60,4541X,EL GRANADO,,073112W
371141N,HUELVA,3,4549Y,AYAMONTE,08381,072342W
371306N,HUELVA,15,4554X,CARTAYA,,070501W
375207N,HUELVA,572,4560Y,ALAJAR,08380,064030W
373431N,HUELVA,280,4575X,VALVERDE DEL CAMINO,,064604W
374354N,HUELVA,270,4584X,EL CERRO DE ANDÉVALO,,065632W
373552N,HUELVA,276,4589X,"ALOSNO, THARSIS",,070710W
371524N,HUELVA,17,4605,HUELVA,,065659W
374038N,HUELVA,415,4608X,EL CAMPILLO,,063748W
372703N,HUELVA,145,4622X,VILLARRASA,,063812W
371642N,HUELVA,18,4642E,"HUELVA, RONDA ESTE",08383,065442W
355344N,CEUTA,200,5000A,"CEUTA, MONTE HACHO",,051732W
355319N,CEUTA,87,5000C,CEUTA,60320,052049W
375457N,JAEN,782,5038X,CAZORLA,08353,030014W
375457N,JAEN,799,5038Y,CAZORLA,,030014W
373021N,GRANADA,785,5047E,BAZA,08424,024406W
375140N,GRANADA,1092,5051X,HUÉSCAR,08423,023910W
375139N,ALMERIA,1190,5060X,VÉLEZ BLANCO - TOPARES,,021341W
370930N,GRANADA,2152,5103E,"CAMARATE 2, PARQUE NACIONAL SIERRA NEVADA",,031525W
371128N,GRANADA,1534,5103F,"CAMARATE, PARQUE NACIONAL SIERRA NEVADA",,031514W
371048N,GRANADA,1197,5107D,DÓLAR,,025911W
375948N,JAEN,771,5164B,BAEZA,,032743W
374651N,JAEN,910,5165X,TORRES,,033349W
381853N,JAEN,580,5181D,ARROYO DEL OJANCO,08352,025323W
382921N,JAEN,862,5192,VILLARRODRIGO,08354,023815W
381030N,JAEN,680,5210X,VILLANUEVA DEL ARZOBISPO,,025953W
382040N,JAEN,770,5246,SANTA ELENA,08350,033207W
374635N,JAEN,510,5270,"JAÉN, INSTITUTO",,034720W
374639N,JAEN,580,5270B,JAÉN,08417,034833W
380904N,JAEN,515,5279X,LINARES,,033746W
380535N,JAEN,345,5281X,BAILÉN,,034657W
380123N,JAEN,202,5298X,ANDÚJAR,08347,040348W
384008N,CIUDAD REAL,665,5304Y,PUERTOLLANO,,040333W
382544N,CIUDAD REAL,710,5341C,FUENCALIENTE,,041806W
381112N,CORDOBA,720,5346X,CARDEÑA,,041621W
380048N,CORDOBA,155,5361X,MONTORO,,041949W
381959N,CORDOBA,750,5390Y,VILLANUEVA DE CÓRDOBA,08346,043632W
380115N,CORDOBA,525,5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",,044748W
375056N,CORDOBA,90,5402,CÓRDOBA AEROPUERTO,08410,045048W
372951N,JAEN,908,5406X,ALCALÁ LA REAL,,035429W
372905N,CORDOBA,550,5412X,PRIEGO DE CÓRDOBA,,041228W
373322N,CORDOBA,650,5427X,DOÑA MENCÍA,08412,042114W
374837N,CORDOBA,275,5429X,"CÓRDOBA, PRÁGDENA",,042744W
380640N,CORDOBA,465,5459X,ESPIEL,,045543W
374511N,CORDOBA,120,5470,FUENTE PALMERA,,050602W
381604N,BADAJOZ,581,5473X,AZUAGA,,054110W
370352N,GRANADA,3092,5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",,032217W
370814N,GRANADA,687,5514,GRANADA BASE AÉREA,08420,033753W
370810N,GRANADA,695,5514Z,GRANADA BASE AÉREA,08420,033800W
371413N,GRANADA,1258,5515D,VÍZNAR,08421,033202W
371123N,GRANADA,775,5515X,GRANADA-CARTUJA,,033544W
370347N,GRANADA,2856,5516D,SIERRA NEVADA 'RADIOTELESCOPIO',08980,032313W
371125N,GRANADA,567,5530E,GRANADA AEROPUERTO,08419,034723W
370940N,GRANADA,760,5582A,LOJA,08414,040910W
371351N,CORDOBA,465,5598X,BENAMEJÍ,,043252W
371140N,SEVILLA,410,5612B,LA RODA DE ANDALUCÍA,08399,044612W
371613N,SEVILLA,450,5612X,LORA DE ESTEPA,,044937W
372855N,CORDOBA,309,5624X,AGUILAR DE LA FRONTERA,,044109W
373819N,CORDOBA,200,5625X,LA RAMBLA,,044550W
373058N,SEVILLA,130,5641X,ÉCIJA,08395,050506W
374712N,SEVILLA,200,5654X,LA PUEBLA DE LOS INFANTES,,052216W
372950N,SEVILLA,165,5656,FUENTES DE ANDALUCÍA,,052559W
373356N,SEVILLA,50,5702X,CARMONA,,054426W
375535N,SEVILLA,550,5704B,CAZALLA DE LA SIERRA,08392,054611W
380558N,SEVILLA,720,5726X,GUADALCANAL,,054909W
374728N,SEVILLA,450,5733X,ALMADÉN DE LA PLATA,,060430W
375825N,HUELVA,618,5769X,CALA,,061920W
372500N,SEVILLA,34,5783,SEVILLA AEROPUERTO,08391,055245W
372142N,SEVILLA,84,5788X,"TOMARES, ZAUDÍN",,060335W
372151N,SEVILLA,9,5790Y,"SEVILLA, TABLADA",,060021W
370952N,SEVILLA,87,5796,MORÓN DE LA FRONTERA,08397,053641W
372136N,SEVILLA,76,5835X,CARRIÓN DE LOS CÉSPEDES,,062003W
365919N,HUELVA,5,5858X,ALMONTE,,062635W
370553N,HUELVA,41,5860E,"MOGUER, EL ARENOSILLO",08384,064417W
365712N,SEVILLA,105,5891X,LAS CABEZAS DE SAN JUAN,,055048W
364500N,CADIZ,10,5906X,CHIPIONA,,062402W
363820N,CADIZ,21,5910,"ROTA, BASE NAVAL",08449,061957W
364538N,CADIZ,913,5911A,GRAZALEMA,08455,052227W
365554N,CADIZ,530,5919X,OLVERA,,051534W
364346N,CADIZ,295,5941X,EL BOSQUE,,053044W
363950N,CADIZ,105,5950X,SAN JOSÉ DEL VALLE,,054700W
364502N,CADIZ,27,5960,JEREZ DE LA FRONTERA AEROPUERTO,08451,060321W
362756N,CADIZ,28,5972X,SAN FERNANDO,08453,061220W
362959N,CADIZ,2,5973,CÁDIZ,08452,061528W
362423N,CADIZ,70,5983X,MEDINA SIDONIA,,055513W
361444N,CADIZ,186,5995B,VEJER DE LA FRONTERA,08457,055754W
361106N,CADIZ,4,5996B,BARBATE,,055435W
371436N,SEVILLA,255,5998X,OSUNA,,050645W
351635N,MELILLA,52,6000A,MELILLA,60338,025723W
360050N,CADIZ,32,6001,TARIFA,08458,053556W
364459N,MALAGA,766,6032B,RONDA,08443,051006W
364500N,MALAGA,753,6032X,RONDA INSTITUTO,,051007W
363240N,MALAGA,315,6040X,CORTES DE LA FRONTERA,,052311W
362608N,CADIZ,42,6042I,JIMENA DE LA FRONTERA,,052342W
363757N,MALAGA,676,6045X,ALPANDEIRE,,051211W
363107N,MALAGA,594,6050X,GAUCÍN,,051907W
361623N,CADIZ,1,6056X,SAN ROQUE  ,,051704W
362242N,MALAGA,140,6057X,MANILVA,,051536W
362501N,MALAGA,19,6058I,ESTEPONA,08463,050918W
363237N,MALAGA,392,6069X,BENAHAVÍS,,050129W
362904N,MALAGA,2,6076X,"MARBELLA, PUERTO",,045711W
362901N,MALAGA,2,6083X,MARBELLA,,044425W
363219N,MALAGA,8,6084X,FUENGIROLA,08480,043706W
363714N,MALAGA,85,6088X,TORREMOLINOS,,043054W
370126N,MALAGA,515,6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),,043345W
370146N,MALAGA,408,6106X,ANTEQUERA,08413,044454W
365117N,MALAGA,172,6127X,ÁLORA,,044148W
363928N,MALAGA,230,6143X,COÍN,,044539W
363958N,MALAGA,6,6155A,MÁLAGA AEROPUERTO,08482,042856W
364304N,MALAGA,54,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",08481,042854W
364300N,MALAGA,25,6172O,"MÁLAGA, PUERTO",08479,042511W
364300N,MALAGA,25,6172X,MÁLAGA,,042511W
364254N,MALAGA,7,6175X,RINCÓN DE LA VICTORIA,,041710W
364607N,MALAGA,41,6199X,VÉLEZ-MÁLAGA,,040537W
364521N,MALAGA,40,6201X,ALGARROBO,,040238W
364335N,MALAGA,3,6205X,TORROX,08484,035726W
364546N,MALAGA,169,6213X,NERJA,,035043W
365708N,GRANADA,1732,6248D,"CAÑAR, PARQUE NACIONAL SIERRA NEVADA",,032549W
365523N,GRANADA,715,6258X,LANJARÓN,,032933W
364454N,GRANADA,20,6267X,SALOBREÑA,,033443W
364322N,GRANADA,12,6268X,MOTRIL,08485,033149W
364326N,GRANADA,1,6268Y,"MOTRIL, PUERTO",,033145W
364403N,GRANADA,235,6272X,CASTELL DE FERRO,,032248W
364450N,ALMERIA,8,6277B,ADRA,08486,030114W
370019N,GRANADA,1020,6281X,VÁLOR,,030417W
364629N,ALMERIA,98,6291B,EL EJIDO,,024847W
364113N,ALMERIA,3,6293X,ROQUETAS DE MAR,08492,024206W
364952N,ALMERIA,7,6297,ALMERÍA,,022720W
370545N,GRANADA,2300,6299I,"LAGUNA SECA, PARQUE NACIONAL SIERRA NEVADA",,025752W
370829N,ALMERIA,869,6302A,ABLA,08427,024648W
370311N,ALMERIA,1713,6307C,"LAÚJAR, PARQUE NACIONAL SIERRA NEVADA",,025350W
370159N,ALMERIA,1518,6307X,LÁUJAR DE ANDARAX,,025445W
370115N,ALMERIA,601,6312E,"RÁGOL, PARQUE NACIONAL SIERRA NEVADA",,024038W
365047N,ALMERIA,21,6325O,ALMERÍA AEROPUERTO,08487,022125W
364319N,ALMERIA,52,6329X,CABO DE GATA,,021135W
365849N,ALMERIA,16,6332X,CARBONERAS,08488,015413W
365632N,ALMERIA,222,6332Y,CARBONERAS,08488,015425W
370636N,ALMERIA,970,6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",,024157W
371044N,ALMERIA,6,6340X,"GARRUCHA, PUERTO",,014900W
372424N,ALMERIA,508,6364X,ALBOX,,020905W
372326N,ALMERIA,300,6367B,HUÉRCAL-OVERA,08428,015637W
370757N,MALAGA,420,6375X,FUENTE DE PIEDRA,,044431W
355618N,ALMERIA,15,6381,ALBORÁN,08490,030210W
372502N,MURCIA,26,7002Y,ÁGUILAS,08432,013513W
373517N,MURCIA,66,7007Y,MAZARRÓN/LAS TORRES,,011350W
373604N,MURCIA,17,7012C,CARTAGENA,08434,005916W
373616N,MURCIA,56,7012D,CARTAGENA,08434,010124W
373809N,MURCIA,2,7019X,CARTAGENA/SALINAS CABO PALOS,,004256W
374827N,MURCIA,205,7020C,MURCIA AEROPUERTO,,010741W
374335N,MURCIA,140,7023X,FUENTE ÁLAMO DE MURCIA,,011002W
374420N,MURCIA,50,7026X,TORRE-PACHECO,,005803W
374720N,MURCIA,4,7031,SAN JAVIER AEROPUERTO,08433,004812W
374642N,MURCIA,4,7031X,SAN JAVIER AEROPUERTO,08433,004821W
382331N,ALBACETE,680,7066Y,"YESTE, EMBALSE FUENSANTA",,021312W
380518N,ALBACETE,1485,7067Y,NERPIO,,022447W
381742N,ALBACETE,960,7072Y,YESTE,,021738W
381606N,MURCIA,955,7080X,MORATALLA,,015911W
383231N,ALBACETE,605,7096B,HELLÍN,08355,014211W
383517N,ALBACETE,615,7103Y,TOBARRA,,014122W
380609N,MURCIA,643,7119B,CARAVACA DE LA CRUZ,08365,015238W
381403N,MURCIA,350,7121A,CALASPARRA,,014208W
380257N,MURCIA,640,7127X,BULLAS,,014143W
382732N,MURCIA,485,7138B,JUMILLA,,012007W
381358N,MURCIA,265,7145D,CIEZA,08363,012250W
380741N,MURCIA,150,7158X,ARCHENA,,011821W
380229N,MURCIA,255,7172X,MULA,,012657W
380007N,MURCIA,62,7178I,MURCIA,08430,011015W
375534N,MURCIA,985,7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",,020330W
375041N,MURCIA,646,7203A,"LORCA, ZARCILLA DE RAMOS",,015211W
373917N,MURCIA,312,7209,LORCA,08426,014114W
373405N,MURCIA,445,7211B,PUERTO LUMBRERAS,,014750W
374531N,MURCIA,281,7218Y,TOTANA,,013046W
375142N,MURCIA,157,7227X,ALHAMA DE MURCIA,,012005W
375728N,MURCIA,75,7228,"ALCANTARILLA, BASE AÉREA",08429,011343W
380820N,MURCIA,170,7237E,MOLINA DE SEGURA,,010931W
380404N,ALICANTE,26,7244X,ORIHUELA,,005853W
382359N,ALICANTE,575,7247X,EL PINÓS/PINOSO,08357,010217W
381140N,MURCIA,174,7250C,ABANILLA,,010202W
380517N,ALICANTE,31,7261X,ROJALES,,004255W
383606N,MURCIA,640,7275C,YECLA,08356,010935W
384648N,VALENCIA,622,8005X,FONTANARS DELS ALFORINS,,004745W
383437N,ALICANTE,486,8008Y,VILLENA,,005156W
382312N,ALICANTE,230,8013X,NOVELDA,,004528W
381715N,ALICANTE,110,8018X,ELX/ELCHE,,004050W
381658N,ALICANTE,43,8019,ALICANTE-ELCHE AEROPUERTO,08360,003415W
382221N,ALICANTE,81,8025,ALACANT/ALICANTE,08359,002939W
383237N,ALICANTE,36,8036Y,BENIDORM,,000816W
384701N,ALICANTE,15,8050X,JÁVEA/ XÀBIA,08370,001004E
385048N,ALICANTE,60,8057C,PEGO,,000706W
385544N,VALENCIA,5,8058X,OLIVA,08282,000545W
385701N,VALENCIA,12,8058Y,MIRAMAR,,000816W
384240N,ALICANTE,534,8059C,ALCOI/ALCOY,,002739W
390101N,VALENCIA,340,8072Y,BARX,,001817W
401315N,CUENCA,1154,8084Y,PANTANO DE LA TOBA (AUTOMATICA),,015537W
